	ckiptagger	pkuseg	fastHan	PyNLPIR	stanza	spacy	ltp	jiagu	lac	snownlp	target	char	sent
20652	Na	u	AS	uguo	PART	PART	u	u	u	u	AS	过	554
20653	Na	a	JJ	a	ADJ	ADJ	a	v	a	a	JJ	类	554
20654	VG	a	JJ	a	ADJ	ADJ	a	v	a	a	JJ	似	554
20655	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	事	554
20656	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	情	554
20657	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	554
20658	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	554
20659	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	解	554
20660	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	开	554
20661	Na	n	NN	n	NOUN	VERB	n	n	n	n	NN	腰	554
20662	Na	n	NN	n	NOUN	VERB	n	n	n	n	NN	带	554
20663	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	554
20664	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	卸	554
20665	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	下	554
20666	Na	n	NN	n	NOUN	VERB	n	n	n	n	NN	钩	554
20667	Na	n	NN	n	NOUN	VERB	n	n	n	Ng	NN	子	554
20668	D	d	AD	d	VERB	ADV	d	d	d	d	AD	就	554
20669	VC	a	VV	v	VERB	VERB	v	v	v	v	VV	干	554
20670	VC	v	VV	vf	VERB	VERB	v	vd	v	v	VV	起	554
20671	FW	v	VV	vf	VERB	VERB	v	vd	v	v	VV	来	554
20672	Di	y	SP	y	PART	PART	u	u	u	y	SP	了	554
20673	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	554
20674	FW	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	当	555
20675	FW	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	时	555
20676	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	t	NR	瓦	555
20677	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	t	NR	列	555
20678	Nb	f	NR	nrf	PROPN	PART	nh	nd	PER	f	NR	里	555
20679	D	d	AD	d	ADV	ADV	d	d	d	d	AD	已	555
20680	VH	d	AD	d	ADV	ADV	d	d	d	d	AD	经	555
20681	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	知	555
20682	VH	v	VV	v	VERB	VERB	v	v	v	v	VV	晓	555
20683	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	555
20684	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	穿	555
20685	Na	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	苏	555
20686	Na	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	格	555
20687	Na	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	兰	555
20688	Na	n	NN	n	NOUN	ADJ	ns	n	n	nz	NN	花	555
20689	Na	n	NN	b	NOUN	ADJ	ns	n	n	nz	NN	格	555
20690	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	衬	555
20691	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	衣	555
20692	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	555
20693	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	555
20694	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	555
20695	FW	j	NN	nr1	PROPN	PROPN	n	n	n	an	NN	马	555
20696	FW	j	NN	n	NOUN	PROPN	n	n	n	an	NN	戏	555
20697	Nc	j	NN	n	NOUN	PROPN	n	n	n	an	NN	院	555
20698	Na	n	NN	vn	NOUN	PROPN	v	n	v	vn	NN	督	555
20699	Na	n	NN	vn	NOUN	PROPN	v	n	v	vn	NN	察	555
20700	FW	n	NR	n	X	PROPN	ws	n	xc	w	FW	H	555
20701	FW	v	NR	n	X	PUNCT	ws	w	w	w	FW	.	555
20702	FW	v	NR	n	X	INTJ	ws	n	xc	w	FW	H	555
20703	Na	v	DT	rr	NOUN	INTJ	r	n	r	r	DT	某	555
20704	Na	n	NN	rr	NOUN	INTJ	r	n	r	r	NN	人	555
20705	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	555
20706	Na	n	NR	nrf	PROPN	NOUN	nh	n	PER	t	NR	瓦	556
20707	Na	n	NR	nrf	PROPN	NOUN	nh	n	PER	t	NR	列	556
20708	Na	f	NR	nrf	PROPN	PART	nh	nd	PER	f	NR	里	556
20709	Na	v	VV	v	VERB	VERB	v	v	v	ad	VV	长	556
20710	VC	v	VV	vf	VERB	VERB	v	v	v	v	VV	出	556
20711	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	556
20712	Neu	i	CD	m	NUM	NOUN	m	n	n	m	CD	一	556
20713	Nf	i	M	q	NOUN	NOUN	m	n	n	q	M	口	556
20714	Na	i	NN	n	NOUN	NOUN	m	n	n	n	NN	气	556
20715	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	556
20716	Nd	d	VA	d	ADJ	ADV	d	a	a	d	VA	永	556
20717	Nd	d	VA	d	ADJ	ADV	d	a	a	d	VA	久	556
20718	DE	u	DEV	ude2	NOUN	PART	u	u	u	u	DEV	地	556
20719	VK	v	VV	v	NOUN	VERB	v	v	v	v	VV	忘	556
20720	VK	v	VV	v	ADV	VERB	v	v	v	v	VV	却	556
20721	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	556
20722	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	556
20723	D	ad	AD	ad	ADV	ADV	a	a	ad	ad	AD	一	556
20724	D	ad	AD	ad	ADV	ADV	a	a	ad	ad	AD	般	556
20725	VC	v	VV	vi	VERB	VERB	v	v	v	v	VV	喜	556
20726	VC	v	VV	vi	VERB	VERB	v	v	v	v	VV	欢	556
20727	Nep	r	PN	ryv	PRON	PRON	r	r	n	r	PN	什	556
20728	Nep	r	PN	ryv	PRON	PRON	r	r	n	r	PN	么	556
20729	FW	r	PN	ryv	ADJ	PRON	r	r	n	r	PN	样	556
20730	DE	u	DEG	ude1	PART	PART	u	u	n	u	DEG	的	556
20731	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	女	556
20732	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	人	556
20733	PERIODCATEGORY	n	PU	wj	NUM	PUNCT	wp	w	w	w	PU	.	556
20734	PERIODCATEGORY	n	PU	wj	NUM	PUNCT	wp	w	w	w	PU	.	556
20735	PERIODCATEGORY	n	PU	wj	NUM	NUM	wp	w	w	w	PU	.	556
20736	ETCCATEGORY	n	PU	wj	NUM	NUM	wp	w	w	w	PU	.	556
20737	ETCCATEGORY	n	PU	wj	NUM	PUNCT	wp	w	w	w	PU	.	556
20738	ETCCATEGORY	n	PU	wj	NUM	PUNCT	wp	w	w	w	PU	.	556
20739	Da	d	AD	d	ADV	ADV	d	d	d	d	AD	至	557
20740	Da	d	AD	d	ADV	ADV	d	d	d	d	AD	少	557
20741	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	557
20742	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	认	557
20743	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	为	557
20744	Nb	nr	NR	b	PROPN	PROPN	nh	nh	PER	w	NR	伊	557
20745	Nb	nr	NR	m	PROPN	PROPN	nh	nh	PER	w	NR	万	557
20746	Nb	a	VA	a	ADJ	PROPN	a	a	d	ad	VA	明	557
20747	Nb	a	VA	a	ADJ	PROPN	a	a	d	ad	VA	显	557
20748	DE	u	DEV	ude2	PART	NOUN	u	u	d	u	DEV	地	557
20749	Nb	v	VV	a	ADJ	NOUN	v	v	a	Ng	VV	强	557
20750	Nb	v	VV	p	VERB	NOUN	v	v	p	p	VV	于	557
20751	D	d	AD	d	ADV	ADV	d	d	d	d	AD	一	557
20752	D	d	AD	d	ADV	ADV	d	d	d	d	AD	直	557
20753	D	d	AD	p	ADV	ADP	d	p	d	p	AD	在	557
20754	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	追	557
20755	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	求	557
20756	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	557
20757	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	557
20758	FW	n	JJ	vn	NOUN	NOUN	n	v	n	Vg	JJ	丧	557
20759	D	n	JJ	vn	NOUN	NOUN	n	v	n	d	JJ	偶	557
20760	Na	n	NN	a	NOUN	NOUN	n	a	n	a	JJ	新	557
20761	Na	n	NN	w	NOUN	NOUN	wp	n	n	y	NN	鳏	557
20762	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	557
20763	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	557
20764	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	嗓	557
20765	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	音	557
20766	VH	a	VA	a	ADJ	VERB	a	a	a	a	VA	浑	557
20767	VH	a	VA	a	ADJ	VERB	a	a	a	a	VA	厚	557
20768	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	557
20769	VH	a	JJ	a	PART	ADJ	a	a	a	a	JJ	老	557
20770	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	演	557
20771	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	员	557
20772	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	557
20773	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	557
20774	VH	d	AD	d	ADV	ADV	d	d	d	d	AD	特	557
20775	VH	d	AD	d	ADV	ADV	d	d	d	d	AD	别	557
20776	VH	v	VV	v	AUX	VERB	v	v	v	v	VV	爱	557
20777	VH	n	VV	v	VERB	NOUN	v	v	vn	vn	VV	唠	557
20778	I	n	VV	v	VERB	NOUN	v	v	vn	vn	VV	叨	557
20779	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	557
20780	Na	n	NN	n	ADJ	NOUN	n	n	n	n	NN	虚	557
20781	Na	n	NN	n	ADJ	NOUN	n	n	n	n	NN	荣	557
20782	Na	n	NN	n	PART	NOUN	n	n	n	n	NN	心	557
20783	Dfa	d	AD	d	ADJ	ADV	d	d	d	d	AD	很	557
20784	FW	a	VA	a	ADJ	VERB	a	a	a	a	VA	强	557
20785	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	557
20786	D	d	AD	d	ADV	ADV	d	d	d	d	AD	又	557
20787	VG	v	P	v	ADP	ADP	p	v	v	v	P	像	557
20788	Na	b	JJ	b	NOUN	ADJ	b	f	n	b	NN	女	557
20789	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	学	557
20790	VC	n	NN	n	NOUN	NOUN	n	n	n	n	NN	生	557
20791	Nep	r	AD	rzv	PRON	ADV	r	r	r	r	AD	那	557
20792	Na	r	AD	rzv	PRON	ADV	r	r	r	r	AD	样	557
20793	Na	v	VV	v	AUX	VERB	v	v	v	i	VV	爱	557
20794	Na	n	VV	n	ADJ	VERB	v	v	v	i	VV	生	557
20795	Na	n	VV	n	ADJ	VERB	v	v	v	i	VV	气	557
20796	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	557
20797	VG	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	558
20798	Nb	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	高	558
20799	Nb	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	级	558
20800	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	小	558
20801	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	偷	558
20802	D	d	AD	d	AUX	ADV	d	vu	v	d	AD	不	558
20803	VH	v	VV	v	AUX	VERB	d	vu	v	v	VV	会	558
20804	VCL	v	VV	vf	ADP	VERB	v	v	v	f	VV	上	558
20805	Na	r	PN	rzs	DET	PRON	r	r	r	r	PN	这	558
20806	Na	r	PN	rzs	NOUN	PRON	r	r	r	r	PN	儿	558
20807	Na	v	VV	f	NOUN	VERB	v	vd	v	v	VV	来	558
20808	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	558
20809	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	防	558
20810	Neqa	r	DT	rz	DET	DET	r	r	r	r	PN	那	558
20811	Neqa	r	DT	rz	DET	DET	r	r	r	q	M	些	558
20812	VH	a	JJ	a	PART	ADJ	a	a	a	a	JJ	小	558
20813	Na	n	NN	n	NOUN	NOUN	a	n	n	u	NN	痞	558
20814	Na	n	NN	n	NOUN	NOUN	a	n	n	u	NN	子	558
20815	SHI	v	VC	vshi	VERB	VERB	v	vl	v	v	VC	是	558
20816	FW	d	VE	v	VERB	VERB	v	v	v	v	VE	没	558
20817	FW	n	NN	n	NOUN	NOUN	v	v	v	n	NN	问	558
20818	FW	n	NN	n	NOUN	NOUN	v	v	v	n	NN	题	558
20819	T	u	SP	ude1	PART	PART	u	u	u	u	SP	的	558
20820	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	na	PU	。	558
20821	P	w	PU	wyy	PUNCT	PUNCT	wp	w	w	na	PU	”	558
20822	Nb	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	558
20823	Nb	p	P	p	ADP	ADP	p	p	p	p	P	对	558
20824	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	Rg	NR	亚	558
20825	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	Rg	NR	历	558
20826	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	Rg	NR	山	558
20827	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	Rg	NR	德	558
20828	VC	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	Rg	NR	拉	558
20829	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	解	558
20830	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	释	558
20831	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	说	558
20832	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	558
20833	Nb	j	NR	nrf	PROPN	PROPN	nh	a	PER	Dg	NR	美	559
20834	Nb	n	NR	nrf	PROPN	PROPN	nh	ns	PER	Dg	NR	狄	559
20835	Nb	n	NR	nrf	PROPN	PROPN	nh	n	PER	Dg	NR	娅	559
20836	Nb	v	VV	v	VERB	VERB	v	v	v	v	VV	推	559
20837	Nb	v	VV	v	VERB	VERB	v	v	v	v	VV	测	559
20838	Nb	r	DT	rz	DET	DET	r	r	r	r	PN	这	559
20839	Nb	r	DT	rz	NOUN	DET	r	r	r	r	M	个	559
20840	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	Dg	NR	马	559
20841	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	Dg	NR	纳	559
20842	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	Dg	NR	娜	559
20843	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	559
20844	Nb	nr	NR	nrf	PROPN	VERB	nh	n	PER	Dg	NR	玛	559
20845	Nb	nr	NR	nrf	PROPN	VERB	nh	n	PER	Dg	NR	蒂	559
20846	Nb	nr	NR	nrf	PROPN	VERB	nh	r	PER	Dg	NR	尔	559
20847	Nb	nr	NR	nrf	PROPN	VERB	nh	v	PER	v	NR	达	559
20848	DE	u	DEG	ude1	PART	PART	u	u	u	Rg	DEG	的	559
20849	Na	n	NN	n	NOUN	NOUN	n	n	n	Rg	NN	嫂	559
20850	Na	n	NN	n	NOUN	NOUN	n	n	n	Ng	NN	子	559
20851	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	559
20852	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	559
20853	Nep	r	DT	rzv	DET	DET	r	r	r	r	PN	那	559
20854	FW	r	DT	q	NOUN	DET	r	r	r	q	M	个	559
20855	Na	n	NN	n	PROPN	NOUN	n	n	n	n	NN	哥	559
20856	Na	n	NN	n	PROPN	NOUN	n	n	n	n	NN	哥	559
20857	D	d	AD	v	PROPN	ADV	v	d	d	v	AD	好	559
20858	D	d	AD	v	ADV	ADV	v	d	d	v	AD	像	559
20859	SHI	v	VC	vshi	ADV	VERB	v	vl	v	v	VC	是	559
20860	VG	v	VV	vi	VERB	VERB	v	v	v	v	VV	叫	559
20861	Nb	ns	NR	nrf	PROPN	PROPN	nh	nd	PER	y	NR	西	559
20862	Nb	ns	NR	nrf	PROPN	PROPN	nh	n	PER	y	NR	多	559
20863	Nb	ns	NR	nrf	PROPN	PROPN	nh	n	PER	y	NR	尔	559
20864	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	559
20865	Na	n	NR	nrf	PROPN	NOUN	nh	nh	PER	e	NR	玛	560
20866	Na	n	NR	nrf	PROPN	NOUN	nh	nh	PER	e	NR	莎	560
20867	Na	n	VV	v	PROPN	NOUN	v	v	v	v	VV	点	560
20868	Ng	v	VV	vf	VERB	VERB	v	v	v	y	VV	起	560
20869	FW	n	NN	n	VERB	VERB	v	n	n	y	NN	灯	560
20870	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	560
20871	Na	p	P	p	ADP	ADP	p	p	p	p	P	从	560
20872	Na	n	NN	n	NOUN	NOUN	n	n	n	Ag	NN	书	560
20873	Nb	n	NN	v	NOUN	NOUN	n	n	n	Ag	NN	堆	560
20874	Nb	f	LC	f	ADP	PART	nd	nd	f	f	LC	里	560
20875	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	拿	560
20876	VC	v	VV	vf	VERB	VERB	v	v	v	v	VV	起	560
20877	Neu	m	CD	m	NOUN	NUM	m	m	m	m	CD	一	560
20878	Nf	q	M	q	NOUN	NUM	q	q	m	q	M	本	560
20879	VC	v	VV	v	AUX	VERB	v	v	v	v	VV	看	560
20880	DE	u	DER	ude3	AUX	PART	v	u	u	u	DER	得	560
20881	Dfa	d	AD	d	ADJ	ADV	d	d	d	z	AD	最	560
20882	VHC	a	VA	a	ADJ	VERB	a	a	a	z	VA	破	560
20883	T	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	560
20884	DASHCATEGORY	w	PU	wp	NOUN	PUNCT	wp	w	w	w	PU	—	560
20885	DASHCATEGORY	w	PU	wp	NOUN	PUNCT	wp	w	w	w	PU	—	560
20886	FW	r	PN	rzv	PRON	VERB	r	r	r	r	PN	这	560
20887	SHI	r	VC	vshi	VERB	VERB	v	vl	v	v	VC	是	560
20888	Nb	v	VV	v	AUX	VERB	v	vu	v	v	VV	能	560
20889	Nb	v	VV	v	AUX	VERB	v	vu	v	v	VV	够	560
20890	Nb	p	VV	p	VERB	ADP	v	p	p	p	VV	给	560
20891	Na	n	NN	n	VERB	NOUN	n	n	n	n	NN	人	560
20892	VC	v	NN	an	VERB	VERB	v	v	v	v	NN	安	560
20893	VC	v	NN	an	VERB	VERB	v	v	v	v	NN	慰	560
20894	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	560
20895	PARENTHESISCATEGORY	w	PU	wkz	PUNCT	PUNCT	wp	w	w	w	PU	《	560
20896	Nb	nz	NR	nrf	PROPN	PROPN	nz	nh	nw	Rg	NR	狄	560
20897	Nb	nz	NR	nrf	PROPN	PROPN	nz	nh	nw	Rg	NR	更	560
20898	Nb	nz	NR	nrf	PROPN	PROPN	nz	nh	nw	Rg	NR	斯	560
20899	PARENTHESISCATEGORY	w	PU	wky	PUNCT	PUNCT	wp	w	w	Rg	PU	》	560
20900	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	Rg	PU	。	560
20901	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	e	NR	尼	561
20902	Nb	n	NR	nrf	PROPN	NOUN	nh	n	PER	e	NR	卡	561
20903	Nc	p	P	p	VERB	ADP	nh	p	p	e	P	由	561
20904	Nc	n	NR	nrf	PROPN	NOUN	nh	nh	PER	e	NR	玛	561
20905	Nc	n	NR	nrf	PROPN	NOUN	nh	nh	PER	e	NR	莎	561
20906	Nc	n	NN	s	PROPN	NOUN	nl	nl	s	s	NN	嘴	561
20907	Nc	f	LC	s	PROPN	PART	nl	nl	s	s	LC	里	561
20908	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	得	561
20909	VK	v	VV	v	VERB	VERB	v	v	v	v	VV	知	561
20910	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	布	561
20911	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	托	561
20912	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	nr	NR	诺	561
20913	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	nr	NR	夫	561
20914	Nb	v	VV	v	VERB	VERB	v	v	v	v	VV	说	561
20915	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	561
20916	Nes	r	DT	rz	DET	DET	r	r	r	r	DT	每	561
20917	Neu	l	CD	m	DET	NOUN	m	n	n	m	CD	一	561
20918	Nf	l	M	q	NOUN	NOUN	m	n	n	q	M	句	561
20919	FW	l	NN	n	NOUN	NOUN	m	n	n	n	NN	话	561
20920	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	561
20921	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	做	561
20922	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	561
20923	Nes	r	DT	rz	DET	DET	r	r	r	r	DT	每	561
20924	Neu	m	CD	mq	NUM	NUM	m	mq	r	m	CD	一	561
20925	FW	m	M	mq	NOUN	NUM	m	mq	r	m	M	个	561
20926	FW	n	NN	n	NOUN	NOUN	n	n	n	n	NN	动	561
20927	VC	n	NN	n	NOUN	NOUN	n	n	n	n	NN	作	561
20928	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	561
20929	D	d	AD	c	ADV	ADV	d	d	d	d	AD	甚	561
20930	D	d	AD	c	ADV	ADV	d	d	d	d	AD	至	561
20931	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	561
20932	VH	v	VV	v	AUX	VERB	v	v	v	v	VV	觉	561
20933	D	v	VV	v	AUX	VERB	v	v	v	v	VV	得	561
20934	V_2	d	AD	d	AUX	ADV	d	d	d	d	AD	有	561
20935	Na	d	AD	d	AUX	ADV	d	d	d	d	AD	点	561
20936	Na	a	VA	happ	ADJ	ADV	a	a	a	a	VA	开	561
20937	Na	a	VA	happ	ADJ	ADV	a	a	a	a	VA	心	561
20938	VA	a	VV	v	VERB	VERB	a	v	a	v	VV	解	561
20939	VA	a	VV	v	VERB	VERB	a	v	a	v	VV	闷	561
20940	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	561
20941	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	561
20942	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	昨	561
20943	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	天	561
20944	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	布	561
20945	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	托	561
20946	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	nr	NR	诺	561
20947	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	nr	NR	夫	561
20948	Nb	r	DT	rzv	DET	DET	r	r	TIME	r	DT	这	561
20949	Neu	m	CD	m	NUM	NUM	m	nt	TIME	m	CD	一	561
20950	Nf	q	M	qt	NOUN	NUM	q	nt	TIME	q	M	天	561
20951	Nes	r	AD	bl	DET	ADV	i	i	TIME	l	AD	每	561
20952	Na	r	AD	bl	DET	ADV	i	i	TIME	l	AD	时	561
20953	Nes	r	AD	bl	NOUN	ADV	i	i	TIME	l	AD	每	561
20954	Nf	r	AD	bl	NOUN	ADV	i	i	TIME	l	AD	刻	561
20955	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	561
20956	VH	r	AD	ryv	ADV	ADV	r	r	r	r	AD	怎	561
20957	VH	r	AD	ryv	ADV	ADV	r	r	r	r	AD	么	561
20958	FW	u	VV	vf	VERB	VERB	v	v	v	v	VV	过	561
20959	DE	u	DER	ude1	PART	PART	u	u	u	u	DER	的	561
20960	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	561
20961	VH	i	VV	al	NUM	VERB	i	i	a	l	VV	一	561
20962	VH	i	VV	al	PROPN	VERB	i	i	a	l	VV	清	561
20963	VH	i	VV	al	PROPN	VERB	i	i	a	l	VV	二	561
20964	VH	i	VV	al	PROPN	VERB	i	i	a	l	VV	楚	561
20965	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	561
20966	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	但	562
20967	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	562
20968	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	562
20969	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	562
20970	Neu	m	OD	m	NUM	NUM	m	m	TIME	m	OD	第	562
20971	Neu	m	OD	m	NUM	NUM	m	m	TIME	m	OD	二	562
20972	Nf	q	M	qt	NOUN	NUM	q	m	TIME	q	M	天	562
20973	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	早	562
20974	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	晨	562
20975	Nd	p	P	p	ADP	ADP	p	p	p	p	P	从	562
20976	Nc	n	NN	s	NOUN	NOUN	nl	n	n	s	NN	窗	562
20977	Nc	n	NN	s	NOUN	NOUN	nl	n	n	s	NN	口	562
20978	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	看	562
20979	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	见	562
20980	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	562
20981	VH	i	VV	vl	VERB	VERB	i	i	v	i	VV	不	562
20982	VH	i	VV	vl	VERB	VERB	i	i	v	i	VV	知	562
20983	VH	i	VV	vl	ADV	VERB	i	i	v	i	VV	所	562
20984	VH	i	VV	vl	VERB	VERB	i	i	v	i	VV	措	562
20985	PAUSECATEGORY	w	PU	wn	PUNCT	PUNCT	wp	w	w	w	PU	、	562
20986	VA	ns	VV	vl	NOUN	PROPN	i	i	v	nr	VV	东	562
20987	VA	ns	VV	vl	PROPN	PROPN	i	i	v	nr	VV	张	562
20988	VA	ns	VV	vl	PROPN	PROPN	i	i	v	Vg	VV	西	562
20989	VA	ns	VV	vl	PROPN	PROPN	i	i	v	Vg	VV	望	562
20990	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	寻	562
20991	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	找	562
20992	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	她	562
20993	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	562
20994	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	样	562
20995	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	子	562
20996	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	562
20997	VL	d	AD	d	ADV	ADV	d	d	d	d	AD	不	562
20998	VL	d	AD	d	VERB	ADV	d	d	v	d	AD	禁	562
