,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
11083,CS,CS,CS,CS,P,SCONJ,CS,VV,CS,AD,CS,只,CONJ,что
11084,CS,CS,CS,CS,P,SCONJ,CS,VV,CS,VV,CS,要,CONJ,что
11085,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,带,PREP,со
11086,NN,JJ,JJ,JJ,VV,JJ,JJ,JJ,NN,JJ,JJ,隐,ADJF,скрытыми
11087,NN,JJ,JJ,JJ,JJ,JJ,JJ,JJ,NN,JJ,JJ,形,ADJF,скрытыми
11088,NN,NN,NN,NN,NN,NN,NN,NN,NN,VA,NN,鞋,NOUN,каблучками
11089,NN,VV,NN,NN,P,VV,NN,NN,NN,VA,NN,跟,NOUN,каблучками
11090,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
11091,NN,NN,NN,NN,NR,NN,NN,NN,NN,NN,NN,皮,NOUN,сапожки
11092,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,革,NOUN,сапожки
11093,NN,NN,VV,VV,NN,NN,NN,VV,VV,VV,VV,配,NOUN,сапожки
11094,CC,CC,CC,CC,CC,CC,NN,CC,CC,CC,CC,和,PRCL,да
11095,NN,NN,NN,VA,NR,NN,NN,VA,NN,VA,NN,高,ADJF,высокая
11096,NN,NN,NN,NN,NR,NN,NN,NN,NN,DEG,NN,筒,NOUN,шапка
11097,NN,NN,NN,NN,DEG,NN,NN,NN,NN,DEG,NN,帽,NOUN,шапка
11098,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,能,,
11099,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,使,VERB,делают
11100,PN,PN,PN,PN,VV,PN,PN,PN,PN,PN,PN,他,NPRO,его
11101,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,稍,ADVB,чуть
11102,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,微,ADVB,чуть
11103,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,显,,
11104,DEG,VV,VV,VV,DEG,VV,VV,VV,VV,VV,VV,得,,
11105,VA,AD,VA,VA,VA,VA,VA,VA,VA,NN,VA,高,COMP,повыше
11106,AD,AD,AD,M,VA,VV,VA,M,M,AD,AD,些,COMP,повыше
11107,VA,VV,AD,VV,AD,VV,VV,VV,VV,VV,AD,即,,
11108,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,可,,
11109,PU,PU,PU,PU,DEG,PU,PU,PU,PU,PU,PU,…,PUNCT,…
11110,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
11111,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,“,PUNCT,–
11112,PU,PU,PU,PU,NR,PU,PU,PU,PU,NR,PU,‘,PUNCT,«
11113,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,伊,NOUN,исак
11114,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,萨,NOUN,исак
11115,NR,NR,NR,NR,NR,NR,NR,M,NR,NR,NR,克,NOUN,исак
11116,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,也,,
11117,P,VV,VV,P,VV,VV,VV,P,VV,P,VV,在,ADVB,тут
11118,NN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,这,ADVB,тут
11119,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,儿,ADVB,тут
11120,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11121,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,’,PUNCT,»
11122,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,NPRO,он
11123,AD,AD,AD,AD,CD,AD,AD,AD,AD,CD,AD,一,NOUN,мысли
11124,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,想,NOUN,мысли
11125,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,NOUN,мысли
11126,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
11127,VV,DT,DT,DT,NN,DT,DT,DT,DT,DT,DT,个,,
11128,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,陌,ADJF,неизвестный
11129,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,生,ADJF,неизвестный
11130,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,ADJF,неизвестный
11131,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,年,ADJF,молодой
11132,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,轻,ADJF,молодой
11133,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,人,NOUN,человек
11134,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,会,,
11135,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,по
11136,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,城,NOUN,городу
11137,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,里,NOUN,городу
11138,P,AD,AD,AD,VV,AD,AD,NN,AD,AD,AD,到,ADJF,всему
11139,NN,AD,AD,AD,NN,AD,AD,NN,AD,AD,AD,处,ADJF,всему
11140,NN,VV,VV,VV,NN,VV,VV,VV,VV,NR,VV,饶,VERB,разболтает
11141,NN,VV,VV,VV,NN,VV,VV,VV,VV,NN,VV,舌,VERB,разболтает
11142,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
11143,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,,
11144,VV,NT,NT,VV,VV,NT,NT,NT,NT,NT,NT,过,ADJF,бывший
11145,VV,NT,NT,VV,VV,NT,NT,NT,NT,NT,NT,去,ADJF,бывший
11146,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,ADJF,бывший
11147,NN,NN,JJ,NN,JJ,JJ,NN,NN,NN,NN,JJ,首,NOUN,предводитель
11148,NN,NN,JJ,NN,JJ,JJ,NN,NN,NN,NN,JJ,席,NOUN,предводитель
11149,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,贵,NOUN,предводитель
11150,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,族,NOUN,предводитель
11151,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,回,VERB,приехал
11152,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,VERB,приехал
11153,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,了,VERB,приехал
11154,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
11155,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,就,,
11156,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,感,VERB,чувствовал
11157,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,VERB,чувствовал
11158,VV,VV,VV,VV,NN,VV,NN,VV,NN,NN,VV,胆,NOUN,робость
11159,VV,VV,VV,VV,NN,VV,NN,VV,NN,NN,VV,战,NOUN,робость
11160,NN,VV,VV,VV,VA,VV,NN,VV,NN,VV,VV,心,NOUN,робость
11161,NN,VV,VV,VV,VA,VV,NN,VV,NN,VV,VV,惊,NOUN,робость
11162,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11163,NR,NR,NR,NR,NN,VV,NR,NT,NR,NR,NR,季,ADJF,кислярский
11164,NR,NR,NR,NR,NR,VV,NR,PN,NR,NR,NR,斯,ADJF,кислярский
11165,NR,NR,NR,NR,NR,VV,NR,LC,NR,NR,NR,里,ADJF,кислярский
11166,NR,NR,NR,NR,NR,VV,NR,NN,NR,NR,NR,亚,ADJF,кислярский
11167,NR,NR,NR,NR,NR,VV,NR,NN,NR,NR,NR,尔,ADJF,кислярский
11168,NR,NR,NR,NR,NR,VV,NR,NN,NR,NR,NR,斯,ADJF,кислярский
11169,NR,NR,NR,NR,NR,VV,NR,NN,NR,NR,NR,基,ADJF,кислярский
11170,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,变,VERB,сделался
11171,DEG,DEG,VV,DER,DEG,VV,DEG,VV,VV,DEG,VV,得,VERB,сделался
11172,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,脸,,
11173,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,色,,
11174,VV,VV,VV,VA,NN,VV,AD,VA,VA,Dg,VV,煞,ADJF,мраморным
11175,VV,VV,VV,VA,NN,VV,AD,VA,VA,VA,VV,白,ADJF,мраморным
11176,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11177,NN,CD,CD,CD,CD,CD,CD,NN,CD,CD,CD,两,,
11178,NN,M,M,M,M,M,M,NN,CD,M,M,位,,
11179,NN,NN,NN,NN,VV,NN,NN,VV,NN,NN,NN,合,,
11180,NN,NN,NN,NN,VV,NN,NN,VV,NN,NN,NN,伙,,
11181,NN,NN,NN,NN,DEG,NN,NN,VV,NN,NN,NN,人,,
11182,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,на
11183,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,NOUN,полу
11184,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,板,NOUN,полу
11185,LC,VV,LC,LC,VV,VV,LC,VV,LC,LC,LC,上,NOUN,полу
11186,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,铺,VERB,разостлали
11187,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,VERB,разостлали
11188,M,M,M,M,VA,M,M,M,M,DEG,M,些,,
11189,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,报,NOUN,газеты
11190,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,纸,NOUN,газеты
11191,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11192,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
11193,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,知,VERB,знаете
11194,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,道,VERB,знаете
11195,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
11196,VE,VE,VE,VE,VE,VE,VE,VE,VE,VV,VE,有,,
11197,CD,CD,CD,CD,VA,CD,CD,VA,VA,CD,CD,不,,
11198,CD,CD,CD,CD,VA,CD,CD,VA,VA,CD,CD,少,,
11199,NN,NN,VV,VV,NN,JJ,VV,VV,VV,VV,VV,操,NOUN,заботы
11200,NN,NN,VV,VV,NN,JJ,VV,VV,VV,VV,VV,心,NOUN,заботы
11201,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,事,NOUN,заботы
11202,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,儿,NOUN,заботы
11203,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,.
11204,AD,AD,AD,CC,AD,AD,AD,AD,AD,AD,AD,而,CONJ,а
11205,NR,VV,OD,OD,CD,CD,OD,OD,OD,OD,OD,5,NUMR,5
11206,NR,VV,M,M,M,M,M,NN,CD,M,M,号,PUNCT,№
11207,NR,VV,NN,NN,DEG,CD,NN,NN,NN,NN,NN,楼,NOUN,дома
11208,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,那,,
11209,VV,PN,M,DT,M,PN,PN,PN,PN,PN,M,个,,
11210,VV,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,看,NOUN,дворник
11211,VV,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,门,NOUN,дворник
11212,SP,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,NOUN,дворник
11213,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
11214,NR,VA,AD,VA,AD,AD,VA,VA,AD,VA,AD,依,CONJ,и
11215,NR,VA,AD,VA,AD,AD,VA,VA,AD,VA,AD,旧,CONJ,и
11216,NR,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,还,CONJ,и
11217,NR,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,会,,
11218,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
11219,NN,M,M,M,M,M,M,M,M,M,M,个,,
11220,VV,VV,VV,VV,NN,VV,VV,VV,VA,VA,VV,自,NPRO,себе
11221,VV,VV,VV,VV,NN,VV,VV,VV,VA,VA,VV,命,NPRO,себе
11222,VV,VV,VV,VV,VA,VV,VV,VV,VA,VA,VV,不,NPRO,себе
11223,VV,VV,VV,VV,VA,VV,VV,VV,VA,VA,VV,凡,NPRO,себе
11224,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
11225,VV,VV,VV,VV,AD,VV,VV,VV,VV,AD,VV,蛮,NOUN,хамом
11226,AD,VV,VV,VV,AD,VV,VV,VV,VV,AD,VV,不,NOUN,хамом
11227,VV,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,讲,NOUN,хамом
11228,VV,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,理,NOUN,хамом
11229,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
11230,NN,NN,NN,VV,VV,NN,NN,VV,NN,VV,NN,守,NOUN,дворником
11231,NN,NN,NN,VV,VV,NN,NN,VV,NN,VV,NN,门,NOUN,дворником
11232,NN,NN,NN,NN,DEG,NN,NN,VV,NN,NN,NN,人,NOUN,дворником
11233,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11234,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,PUNCT,»
11235,P,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PUNCT,–
11236,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,成,PRTS,продано
11237,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,交,PRTS,продано
11238,PU,PU,PU,PU,PU,PU,PU,PU,PU,JJ,PU,，,PUNCT,","
11239,P,PU,PU,PU,PU,PU,PU,PU,PU,JJ,PU,”,PUNCT,–
11240,VV,NN,NN,NN,VV,NN,NN,VV,NN,NN,NN,拍,NOUN,аукционист
11241,VV,NN,NN,NN,VV,NN,NN,VV,NN,NN,NN,卖,NOUN,аукционист
11242,VV,NN,NN,NN,DEG,NN,NN,VV,NN,NN,NN,师,NOUN,аукционист
11243,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,VV,说,VERB,сказал
11244,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11245,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,艾,NOUN,эрнест
11246,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,尔,NOUN,эрнест
11247,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,涅,NOUN,эрнест
11248,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,斯,NOUN,эрнест
11249,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,特,NOUN,эрнест
11250,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
11251,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,巴,NOUN,павлович
11252,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,甫,NOUN,павлович
11253,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,洛,NOUN,павлович
11254,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,维,NOUN,павлович
11255,NR,NR,NR,NR,NR,NR,NR,VA,NR,NR,NR,奇,NOUN,павлович
11256,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,по
11257,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,平,NOUN,площадке
11258,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,台,NOUN,площадке
11259,LC,VV,LC,LC,LC,LC,LC,LC,LC,k,LC,上,PREP,по
11260,VV,VV,VV,VV,VV,AD,VV,VV,VA,k,VV,胆,ADVB,трусливо
11261,VV,VV,VV,VV,NN,AD,VV,VV,VA,k,VV,战,ADVB,трусливо
11262,VV,VV,VV,VV,NN,AD,VV,VV,VA,VV,VV,心,ADVB,трусливо
11263,VV,VV,VV,VV,NN,AD,VV,VV,VA,VV,VV,惊,ADVB,трусливо
11264,DEV,DEV,DEV,DEV,NN,DEV,DEV,DEV,DEV,DEV,DEV,地,ADVB,трусливо
11265,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,走,VERB,заходил
11266,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,VERB,заходил
11267,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,走,VERB,заходил
11268,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,VERB,заходил
11269,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11270,AD,VV,AD,VV,AD,AD,VV,VV,VV,VV,AD,只,ADVB,только
11271,AD,VV,VV,VV,VV,AD,VV,VV,VV,VV,VV,能,,
11272,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
11273,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,躲,INFN,спрятаться
11274,P,P,P,P,VV,P,P,VV,P,P,P,在,PREP,у
11275,NN,NN,NN,NN,NN,NN,NN,NN,NN,CD,NN,门,NOUN,дворника
11276,NN,NN,NN,NN,NN,NN,NN,NN,NN,CD,NN,房,NOUN,дворника
11277,NN,LC,LC,LC,NN,LC,LC,LC,LC,M,LC,里,,
11278,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,!
11279,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,PUNCT,»
11280,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,书,NOUN,секретариате
11281,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,记,NOUN,секретариате
11282,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,办,NOUN,секретариате
11283,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,公,NOUN,секретариате
11284,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,室,NOUN,секретариате
11285,LC,LC,LC,LC,NN,LC,LC,VV,LC,LC,LC,里,PREP,в
11286,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,NOUN,секретариате
11287,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,吵,NOUN,крик
11288,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,闹,NOUN,крик
11289,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,声,NOUN,крик
11290,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,仍,VERB,продолжался
11291,P,AD,AD,P,AD,AD,AD,AD,AD,P,AD,在,VERB,продолжался
11292,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,继,VERB,продолжался
11293,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,续,VERB,продолжался
11294,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11295,P,P,P,P,VV,P,P,P,P,P,P,在,PREP,на
11296,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,车,NOUN,вокзале
11297,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,站,NOUN,вокзале
11298,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,得,VERB,выяснилось
11299,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,知,VERB,выяснилось
11300,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
11301,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,剧,NOUN,театр
11302,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,团,NOUN,театр
11303,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,将,,
11304,NN,VV,VV,VV,VV,VV,VV,VV,VV,NR,VV,取,PREP,через
11305,NN,VV,VV,VV,VV,VV,VV,VV,NR,NR,VV,道,PREP,через
11306,NN,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,罗,,
11307,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,斯,,
11308,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,托,,
11309,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,NR,夫,,
11310,PU,PU,PU,PU,PU,PU,VV,PU,PU,PU,PU,—,PUNCT,–
11311,PU,PU,PU,PU,PU,PU,VV,PU,PU,PU,PU,—,PUNCT,–
11312,NN,NN,NR,NN,NR,NN,VV,NN,NR,NR,NR,矿,NOUN,воды
11313,NN,NN,NR,NN,NR,NN,VV,NN,NR,NR,NR,泉,NOUN,воды
11314,NN,NN,NR,NN,DEG,NN,VV,NN,NR,NN,NR,城,NOUN,воды
11315,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
11316,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,前,PREP,в
11317,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,往,PREP,в
11318,NR,NR,NR,NR,NR,NN,NR,NN,NR,NR,NR,皮,NOUN,пятигорск
11319,NR,NR,NR,NR,NR,NN,NR,VA,NR,NR,NR,亚,NOUN,пятигорск
11320,NR,NR,NR,NR,NR,NN,NR,NT,NR,NN,NR,季,NOUN,пятигорск
11321,NR,NR,NR,NR,NR,NN,NR,VA,NR,NR,NR,戈,NOUN,пятигорск
11322,NR,NR,NR,NR,NR,NN,NR,VA,NR,NR,NR,尔,NOUN,пятигорск
11323,NR,NR,NR,NR,NR,NN,NR,NR,NR,NR,NR,斯,NOUN,пятигорск
11324,NR,NR,NR,NR,NR,NN,NR,M,NR,NR,NR,克,NOUN,пятигорск
11325,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PUNCT,.
11326,VV,AD,AD,AD,VV,AD,VA,VA,AD,AD,AD,随,,
11327,AD,AD,AD,AD,AD,AD,VA,VA,AD,AD,AD,便,,
11328,NN,VV,VV,VV,VV,P,VV,P,P,VV,VV,给,,
11329,NN,CD,CD,CD,CD,CD,CD,mq,CD,CD,CD,几,ADJF,какой-нибудь
11330,NN,M,M,M,M,M,M,mq,CD,M,M,块,ADJF,какой-нибудь
11331,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,宝,NOUN,камешек
11332,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,石,NOUN,камешек
11333,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,便,,
11334,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,能,,
11335,VV,VV,VV,VV,VV,VV,VV,P,VV,VV,VV,让,,
11336,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
11337,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,把,,
11338,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,NPRO,меня
11339,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,送,VERB,переправят
11340,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,PREP,на
11341,DT,PN,PN,DT,PN,PN,PN,PN,PN,PN,PN,那,ADJF,ту
11342,VV,PN,PN,AD,NN,PN,PN,PN,PN,AD,PN,边,NOUN,сторону
11343,SP,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,VERB,переправят
11344,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PUNCT,","
11345,NN,AD,AD,AD,NN,AD,AD,NT,AD,AD,AD,尔,None,там…
11346,NN,AD,AD,AD,NN,AD,AD,NT,AD,AD,AD,后,None,там…
11347,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
11348,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
11349,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,PUNCT,»
11350,VV,NN,PU,PU,VV,PU,PU,NN,CD,Dg,PU,`,PUNCT,«
11351,VV,NN,PU,PU,VV,PU,PU,NN,CD,Dg,PU,`,,
11352,VV,NN,VV,VV,DEG,VV,VV,AD,VV,VV,VV,眼,PRCL,вот
11353,VV,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,看,PRCL,вот
11354,CD,NT,CD,CD,CD,VV,CD,VV,CD,CD,CD,三,ADJF,третий
11355,M,NT,M,M,M,VV,M,VV,CD,M,M,年,NOUN,год
11356,SP,SP,SP,SP,SP,SP,SP,SP,SP,DEG,SP,了,ADVB,уже
11357,PU,PU,PU,PU,PU,PU,PU,PU,PU,NN,PU,，,PUNCT,","
11358,VV,NN,PU,PU,PU,VV,PU,PU,PU,NN,PU,',PUNCT,—
11359,AD,LC,AD,LC,NN,AD,LC,NN,AD,LC,AD,最,,
11360,NN,LC,AD,LC,NN,AD,LC,NN,AD,LC,AD,后,VERB,заключил
11361,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,VERB,заключил
11362,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,NPRO,он
11363,PU,PU,PU,PU,PU,PU,PU,PU,PU,P,PU,，,VERB,заключил
11364,VV,VV,PU,PU,NN,AD,PU,PU,PU,P,PU,',PUNCT,","
11365,PN,PN,PN,PN,NN,PN,PN,PN,PN,PN,PN,我,,
11366,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,失,PUNCT,—
11367,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,NPRO,я
11368,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,PREP,без
11369,NR,NN,NR,AD,NR,VV,NR,NT,NR,PU,NR,冬,PREP,без
11370,NR,NN,NR,JJ,NR,VV,NR,NT,NR,PU,NR,尼,PREP,без
11371,NR,NN,NR,NN,NR,VV,NR,NT,NR,PU,NR,娅,NOUN,дуни
11372,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,NOUN,дуни
11373,CD,CD,CD,CD,CD,CD,CD,mq,NN,CD,CD,一,NOUN,дуни
11374,VV,CD,M,M,M,M,CD,mq,NN,CD,M,个,,
11375,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
11376,NN,VV,VV,AS,VV,VV,VV,VV,VV,DEG,VV,过,,
11377,NN,VV,VV,VA,VV,VV,VV,VV,VV,NN,VV,活,,
11378,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
11379,VV,DEG,VV,VV,VV,VV,VV,VV,VV,VV,VV,得,,
11380,AD,AD,AD,AD,VV,AD,VV,VV,VV,AD,AD,不,CONJ,и
11381,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,PRED,нет
11382,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,PRED,нет
11383,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,PRED,нет
11384,NN,CD,CD,CD,VA,CD,CD,mq,CD,VA,CD,一,NPRO,ней
11385,NN,M,CD,M,VA,M,CD,mq,CD,VA,M,丝,PREP,об
11386,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,风,NOUN,слуху
11387,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,声,NOUN,слуху
11388,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,NOUN,слуху
